name,race,gen,pctwhite,pcthisp,pctblack,pctapi,pctna,pct2race,White,African American,Hispanic,Asian,distinctiveness
rosanna,white,F,71.074,10.744,3.306,13.223,0.826,0.826,3.020514,2.845524,3.01538,2.211212,0.005134216
rosario,hispanic,F,22.078,60.39,0,17.532,0,0,2.672596,2.277812,3.864718,2.080439,1.192122652
rose,white,F,76.847,8.641,9.301,4.683,0.264,0.264,3.817054,2.79624,3.220144,2.502001,0.596910465
rosemarie,white,F,81.884,7.971,3.261,6.341,0.543,0,3.392069,2.359248,3.001245,2.185209,0.390823412
rosemary,white,F,86.478,6.875,4.202,2.215,0.229,0,3.702758,2.600713,3.062836,2.334738,0.639922047
rosie,hispanic,F,37.888,29.814,22.981,8.075,0.621,0.621,3.526538,3.008951,3.56668,2.408397,0.04014189
rosita,hispanic,F,25.455,32.727,1.818,38.182,1.818,0,2.134443,2.779093,3.930986,2.382612,1.151892811
ross,white,M,95.449,1.4,0.467,2.334,0.35,0,3.619265,2.749454,2.310078,2.224557,0.869811542
rowena,black,F,46.809,6.383,6.383,39.362,1.064,0,2.318081,3.281341,2.776798,2.393576,0.504543761
roxanne,white,F,85.74,4.456,6.239,3.209,0.357,0,3.751604,2.706476,2.520435,2.276182,1.04512768
roy,white,M,85.136,3.478,5.622,5.431,0.238,0.095,3.667847,2.674259,2.335796,2.188868,0.993587716
ruben,hispanic,M,13.768,80.849,1.242,4.037,0,0.104,2.99494,2.76303,3.4373,2.223185,0.442359782
ruby,white,F,53.057,9.862,24.063,12.623,0.394,0,3.35344,2.987666,2.715379,2.415349,0.36577389
rudy,white,M,42.581,43.226,3.226,10,0.645,0.323,3.396605,2.5907,2.634489,2.550871,0.762116372
rufus,black,M,52.439,1.22,41.463,3.659,1.22,0,2.631891,2.996557,2.722997,2.130697,0.273560406
russell,white,M,94.746,0.725,2.627,1.661,0.06,0.181,3.499995,2.564477,2.407387,2.205882,0.935517315
ruth,white,F,86.019,6.107,5.408,2.134,0.184,0.147,3.647424,2.641857,2.631806,2.393574,1.005567209
ryan,white,M,95.745,0.983,0.86,2.304,0.077,0.031,3.958766,2.566636,2.137922,2.408719,1.39212967
sabrina,white,F,75.335,5.736,14.34,4.015,0.382,0.191,3.415731,2.849102,2.904599,2.286187,0.511132375
salina,hispanic,F,40.625,9.375,15.625,34.375,0,0,2.990697,2.435872,3.80371,2.364344,0.81301356
sally,white,F,93.889,2.323,0.707,2.778,0.253,0.051,3.935908,2.55387,2.29163,2.11813,1.38203829
salvador,hispanic,M,5.044,91.803,0.126,2.9,0.126,0,2.157143,2.594874,3.968588,2.137956,1.373714166
sam,white,M,73.04,3.026,4.539,19.257,0.138,0,3.772201,2.867088,2.554488,2.783053,0.905112569
samantha,white,F,88.702,3.568,3.568,3.568,0.198,0.396,3.771675,2.581894,2.516856,2.108515,1.189780317
sammie,white,M,40.741,1.852,53.704,3.704,0,0,3.516421,3.047367,2.699092,2.767354,0.469053432
sammy,white,M,68.027,6.803,9.524,14.286,0,1.361,3.34183,2.885816,2.51052,2.495527,0.456014185
samson,white,M,20.313,4.688,25,50,0,0,3.118643,3.030244,2.496105,2.152009,0.088399019
samuel,white,M,73.198,11.599,9.388,5.421,0.182,0.212,3.581316,3.087408,2.578388,2.312962,0.49390803
sandra,white,F,86.714,7.58,4.34,1.06,0.204,0.102,3.691127,2.808621,2.461461,2.438681,0.88250659
sandy,white,F,70.492,7.286,2.186,19.49,0,0.546,3.629301,2.51125,2.389378,2.416298,1.118051198
santiago,hispanic,M,7.813,89.844,0,2.344,0,0,2.137061,2.151185,4.143236,1.983981,1.992051252
santos,hispanic,M,2.985,96.02,0,0.995,0,0,2.316147,2.251945,4.239298,2.236938,1.923150555
sara,white,F,90.869,6.698,1.074,1.169,0.126,0.063,4.019476,2.724476,2.451721,2.665827,1.294999541
sarah,white,F,93.969,1.891,1.752,2.078,0.14,0.171,3.781637,2.725031,2.556925,2.260001,1.05660623
sarita,hispanic,F,31.25,7.813,25,34.375,0,1.563,2.438258,3.04681,3.667398,2.397662,0.620587729
saul,white,M,28.621,70,1.379,0,0,0,2.918814,2.590452,2.823286,2.27518,0.095528187
scott,white,M,98.311,0.427,0.271,0.868,0.061,0.061,4.054035,2.418642,2.079866,2.146846,1.635393358
scotty,white,M,88.462,2.564,3.846,5.128,0,0,3.858251,2.220117,1.918188,2.038079,1.638133926
sean,white,M,94.509,0.864,2.364,1.957,0.127,0.178,3.840582,2.841088,2.257022,2.395745,0.999493938
selina,hispanic,F,51.471,14.706,14.706,17.647,0,1.471,2.797192,2.765292,3.374429,2.286552,0.577237129
serena,black,F,75.714,2.857,7.143,14.286,0,0,3.272183,3.427968,3.000904,2.515659,0.155784413
sergio,hispanic,M,14.718,83.194,0.522,1.566,0,0,2.561661,2.468594,3.426126,2.313898,0.864465361
seth,white,F,98.031,0.328,0.875,0.656,0.109,0,3.737765,2.443847,2.062455,2.29136,1.293918174
shan,white,M,37.143,0,0,62.857,0,0,3.26,3.165298,2.269724,3.055935,0.094701995
shane,white,M,97.059,0.754,0.754,1.207,0.075,0.151,3.834324,2.580731,1.977695,2.253782,1.253593279
shannon,white,F,95.41,1.102,2.754,0.551,0.092,0.092,3.78436,2.56018,2.286438,2.179989,1.224179775
sharon,white,F,91.302,0.736,5.766,1.877,0.172,0.147,3.803654,2.537724,2.44416,2.219322,1.265929917
shaun,white,M,92.384,0.705,3.808,2.539,0.141,0.423,3.604084,2.69772,2.223267,2.123286,0.906363659
shawn,white,M,94.018,0.987,3.022,1.603,0.185,0.185,3.754088,2.958066,2.535647,2.339841,0.79602198
sheena,black,F,70.69,4.31,16.379,6.897,1.724,0,2.772591,3.513349,2.720725,2.667075,0.740757648
sheila,white,F,87.146,1.819,8.569,2.061,0.04,0.364,3.563675,2.855109,2.332473,2.230154,0.708565954
shelia,white,F,69.714,0.571,29.714,0,0,0,3.508449,2.864338,2.449011,2.349416,0.644110618
shelly,white,F,94.6,1.024,1.955,2.048,0.372,0,3.893335,2.700788,2.241562,2.223591,1.19254664
sheri,white,F,94.941,0.538,2.153,1.938,0.323,0.108,3.822174,3.01206,2.612653,2.258022,0.810114261
sherman,white,M,59.218,1.676,27.374,11.173,0,0.559,3.41832,3.092761,2.257916,2.210769,0.325559126
sherri,white,F,93.881,0.524,4.371,1.049,0.175,0,3.6314,2.629172,2.448048,2.247089,1.002227644
sherry,white,F,92.442,0.922,4.194,2.212,0.138,0.092,3.925377,2.642118,2.035635,2.293638,1.283259749
shirley,white,F,80.576,2.076,12.257,4.588,0.234,0.268,3.832179,2.989774,2.230356,2.123555,0.842404552
silvia,hispanic,F,23.698,73.609,1.257,1.077,0.359,0,3.296594,2.891204,3.299805,2.438892,0.003211012
simon,white,M,65.591,9.857,3.584,20.789,0,0.179,3.648911,2.860755,2.547548,2.169153,0.788156559
sofia,hispanic,F,41.489,48.936,1.064,7.979,0,0.532,3.278431,2.6865,3.3176,2.566511,0.039169403
solomon,black,M,35.345,2.586,44.828,15.517,1.724,0,2.669975,3.124443,2.456746,2.410991,0.454467976
sonia,hispanic,F,36.655,46.048,7.675,9.393,0.115,0.115,3.310257,2.719012,3.525565,2.51553,0.215308085
sonny,white,M,39.423,5.769,3.846,50.962,0,0,3.257413,2.6088,2.752713,2.636309,0.50470025
sonya,hispanic,F,71.862,6.478,18.219,2.632,0,0.81,2.854831,2.819244,3.112363,2.68628,0.257532401
sophia,white,F,56.18,12.36,14.232,17.228,0,0,3.386059,2.640734,3.072008,2.431951,0.314051859
spencer,white,M,88.915,0.231,6.005,4.619,0.231,0,3.690223,2.784134,2.291086,2.103771,0.906089263
stacy,white,F,94.482,1.122,2.333,1.525,0.269,0.269,3.971746,2.596929,2.068013,2.212848,1.374816671
stanley,white,M,84.843,1.132,7.037,6.644,0.049,0.295,3.702702,2.680021,2.108402,2.153586,1.02268114
stella,white,F,57.653,13.265,12.755,14.796,0.255,1.276,3.397081,2.787667,3.027039,2.23273,0.370042058
stephanie,white,F,91.288,2.288,4.309,1.818,0.078,0.219,3.855214,2.490705,2.568147,2.294201,1.287067179
stephen,white,M,96.291,0.76,1.112,1.729,0.057,0.05,3.742595,2.785315,2.41349,2.578596,0.957279924
steve,white,M,85.399,4.833,2.209,7.214,0.242,0.104,3.687362,2.575717,2.355465,2.166491,1.111644491
steven,white,M,95.271,1.351,1.181,2.054,0.074,0.069,3.84375,2.840027,2.637091,2.371061,1.003722619
stevie,white,M,57.143,2.857,31.429,5.714,0,2.857,3.495065,2.831447,2.279147,2.289575,0.663617456
stuart,white,M,96.602,0.34,0.935,2.124,0,0,3.706386,2.522405,2.30187,2.399202,1.183980953
sue,white,F,93.409,0.57,0.814,5.045,0.163,0,3.885131,2.503436,2.263717,2.58717,1.297961309
sunny,white,F,54.962,0,1.527,41.985,1.527,0,3.607608,2.63369,2.415748,2.668603,0.93900496
susan,white,F,96.281,1.117,0.5,1.872,0.082,0.148,3.787975,2.519577,2.312409,2.820425,0.967549369
susana,white,F,21.993,68.041,1.031,8.935,0,0,3.6031,2.607061,2.789074,2.331906,0.814025613
susanna,white,F,79.082,9.184,0,11.735,0,0,3.667527,2.587495,2.742568,2.250031,0.924959006
susie,white,F,57.635,9.852,11.823,20.197,0.493,0,3.768785,2.430471,2.057451,2.709846,1.058938452
suzanne,white,F,96.839,1.455,0.477,1.154,0,0.075,4.049509,2.787872,2.231459,2.420116,1.261637232
sylvester,white,M,32.039,5.825,60.194,1.942,0,0,3.385982,2.566672,2.490348,2.419718,0.819309314
sylvia,white,F,58.169,24.014,12.113,5.282,0.352,0.07,3.355944,2.485335,3.040981,2.395831,0.314963062
tabitha,white,F,84.974,3.109,9.326,1.554,0.518,0.518,3.148013,2.891127,2.419465,2.392567,0.256886354
tamara,black,F,93.001,1.721,4.418,0.574,0.115,0.172,2.690166,3.185974,2.515806,2.181395,0.495807962
tamika,black,F,7.317,3.659,89.024,0,0,0,2.185216,3.558096,2.591251,2.26022,0.966844931
tammie,white,F,86.477,1.779,9.253,2.135,0.356,0,3.165494,2.851513,2.233116,2.217334,0.31398066
tammy,white,F,92.421,1.578,2.846,2.743,0.171,0.24,3.795112,2.677367,2.319899,2.44351,1.117745709
tania,black,F,69.796,22.449,2.857,4.898,0,0,2.896064,3.415912,3.068853,2.648345,0.347058987
tanisha,black,F,19.048,0,80.952,0,0,0,2.303103,4.132073,2.125076,2.082,1.828970202
tanya,white,F,81.946,3.648,10.664,2.9,0.468,0.374,3.408679,3.20573,2.542505,2.377553,0.202948868
tara,white,F,94.365,0.93,3.228,1.313,0.055,0.109,3.402476,2.973787,2.39004,2.587422,0.428689552
tasha,black,F,73.103,2.069,22.759,2.069,0,0,2.525268,3.876601,2.776463,2.341968,1.100137332
ted,white,M,89.384,1.311,1.704,7.208,0.393,0,3.773465,2.464971,2.450315,2.181033,1.30849396
teddy,white,M,75.316,6.962,4.43,12.658,0,0.633,3.555576,2.793308,2.592652,2.33712,0.762268564
teresa,white,F,83.268,11.089,2.802,2.506,0.237,0.099,3.636668,2.645844,3.160558,2.314344,0.476110381
teresita,hispanic,F,18.5,19.5,1,60,0.5,0.5,2.295482,2.701141,3.738404,2.139842,1.037263205
terrance,black,M,81.579,0.439,15.132,2.412,0,0.439,3.033095,3.258332,2.266359,2.064286,0.225237502
terrell,black,M,61.321,0,37.736,0,0,0.943,2.619072,3.682377,2.466159,2.037221,1.063304355
terri,white,F,93.884,1.212,3.085,1.543,0.165,0.11,3.501131,2.681468,2.29487,2.346374,0.819663331
terry,white,M,93.195,0.72,4.235,1.357,0.267,0.226,3.391303,2.95241,2.222625,2.336795,0.438893452
thelma,white,F,55.696,13.924,21.266,8.608,0,0.506,3.34065,2.952982,2.39818,2.337166,0.387668336
theodore,white,M,89.782,1.32,5.97,2.526,0.23,0.172,3.617434,2.897548,2.225665,2.220642,0.719886045
theresa,white,F,89.798,3.643,4.008,2.235,0.194,0.121,3.556967,2.712101,3.185091,2.330287,0.371875269
thomas,white,M,95.917,0.974,1.31,1.569,0.113,0.117,3.646789,2.980589,2.700443,2.453004,0.666200205
tia,asian,F,74.016,0,18.898,6.299,0,0.787,2.808831,3.143164,3.126525,3.229214,0.086050912
tiffany,white,F,82.433,1.418,10.202,5.292,0.327,0.327,3.818906,2.933475,2.557399,2.607788,0.885431372
tim,white,M,90.881,1.216,1.114,6.687,0.101,0,4.158352,2.669014,2.392034,2.511357,1.489338451
timmy,white,M,80.556,2.778,5.556,11.111,0,0,4.057557,2.473623,2.411828,2.374734,1.583933567
timothy,white,M,96.274,0.691,1.763,1.044,0.138,0.09,3.70728,2.527455,2.239847,2.521722,1.179825324
tina,white,F,88.164,2.299,3.204,5.993,0.188,0.151,3.643301,2.730394,2.720029,2.547501,0.912906742
todd,white,M,97.885,0.402,0.944,0.664,0.087,0.017,3.954595,2.465204,1.987932,2.091504,1.48939109
tom,white,M,82.035,0.935,1.038,15.472,0.312,0.208,4.023155,2.640104,2.291512,2.511045,1.383051012
tomas,hispanic,M,25.407,67.427,0.977,6.189,0,0,3.128477,2.725698,3.342779,2.130688,0.214301881
tommie,white,M,61.538,3.846,32.308,1.538,0.769,0,3.691462,2.58611,2.581382,2.541401,1.105351972
tommy,white,M,73.826,3.556,8.819,13.087,0.711,0,3.714219,2.623534,2.48607,2.419935,1.090685
toni,white,F,87.002,2.83,8.386,1.048,0.524,0.21,3.447345,3.155897,2.923913,2.454272,0.291448371
tonia,black,F,78.846,3.205,17.308,0.641,0,0,2.894188,3.415642,2.678195,2.354857,0.521453963
tony,white,M,63.002,6.915,8.57,21.099,0.355,0.059,3.598869,2.937838,3.091878,2.54176,0.506990328
tonya,white,F,83.519,0.891,14.699,0.445,0.223,0.223,3.144079,2.874819,2.85396,2.523666,0.269260767
tracey,white,F,89.752,0.801,8.407,0.881,0,0.16,3.539026,2.577321,2.489942,2.171683,0.96170417
tracy,white,F,92.334,0.995,4.246,2.135,0.146,0.146,3.586015,2.698884,2.194733,2.156946,0.887130854
travis,white,M,94.235,0.734,3.564,0.996,0.419,0.052,3.451535,2.77294,2.115617,2.217611,0.678594981
trevor,white,M,92.204,0.9,5.697,0.9,0,0.3,3.606131,2.902699,2.397088,2.371043,0.703432131
trina,white,F,76.623,3.571,15.909,3.247,0.325,0.325,3.090094,3.037656,3.058991,2.520258,0.031102225
tristan,white,M,83.133,1.205,4.819,10.843,0,0,3.377976,2.800044,2.387872,2.257235,0.577931993
troy,white,M,92.381,0.847,5.556,1.058,0.106,0.053,3.531472,2.739521,2.182586,2.222749,0.791950211
tuan,asian,M,2.317,0.386,0,96.911,0,0.386,2.168513,3.035689,3.01704,3.670301,0.634611626
ty,white,M,83.478,0.435,1.739,13.913,0.435,0,3.413429,3.160246,2.366407,2.744603,0.253183097
tyler,white,M,97.648,0.847,0.188,0.847,0.282,0.188,3.913335,2.915958,2.247465,2.448474,0.9973768
tyrone,black,M,32.061,3.817,59.542,4.198,0,0.382,2.412603,4.134946,2.35573,2.059197,1.722342467
ulysses,white,M,15.556,17.778,46.667,17.778,2.222,0,3.392625,2.803356,2.481731,2.288954,0.589268926
valerie,white,F,86.647,3.826,7.539,1.688,0.113,0.188,3.763434,2.702476,2.627974,2.375621,1.060957848
van,white,M,46.313,1.77,5.015,46.608,0,0.295,3.321906,2.437014,2.30907,2.580725,0.741181098
vanessa,white,F,63.415,15.76,15.947,4.034,0.281,0.563,3.375182,3.084137,2.966153,2.323352,0.291044817
venus,black,F,41.818,12.727,20,23.636,1.818,0,2.690299,3.290599,2.52086,2.319227,0.600300246
vernon,black,M,79.592,1.099,15.856,3.454,0,0,3.111934,3.249916,2.367676,2.234069,0.137981783
veronica,white,F,46.667,40.133,10.2,2.8,0.2,0,3.499601,2.828534,2.684021,2.364846,0.671066451
vicente,hispanic,M,5.634,82.629,0,11.737,0,0,2.598407,2.425603,3.577983,2.328788,0.979576124
vicki,white,F,95.443,0.838,2.043,1.467,0.21,0,3.657732,2.840956,2.620398,2.549456,0.816776127
vickie,white,F,92.181,1.432,5.286,0.771,0.11,0.22,3.850775,2.606953,2.650856,2.383132,1.199919486
vicky,white,F,84.325,4.167,1.587,9.325,0.198,0.397,3.690204,2.490812,2.767139,2.392744,0.923065075
victor,white,M,47.479,40.711,4.869,6.768,0.069,0.104,3.101084,2.690833,2.891244,2.320922,0.209839844
victoria,white,F,83.515,8.424,3.74,3.704,0.327,0.29,3.937209,2.765757,2.652225,2.41891,1.171452831
vince,white,M,76.344,5.376,3.226,13.978,0.538,0.538,3.493693,2.749797,2.46419,2.364031,0.743896036
vincent,white,M,81.938,4.149,5.508,8.047,0.072,0.286,3.440789,2.878828,2.634681,2.216804,0.561960705
virginia,white,F,83.775,9.585,3.664,2.65,0.131,0.196,3.764584,2.711382,2.507555,2.364244,1.05320219
vivian,white,F,62.726,9.288,14.113,13.631,0.241,0,3.668644,2.895837,2.637196,2.469272,0.772806831
viviana,hispanic,F,23.077,73.077,1.923,1.923,0,0,2.920371,2.73496,3.213219,2.411172,0.292848021
wallace,white,M,84.401,1.114,7.799,6.128,0.279,0.279,3.34449,2.860384,2.107049,2.181726,0.484106379
walter,white,M,85.796,4.512,7.69,1.875,0.032,0.095,3.84976,2.911599,2.15553,2.442159,0.938161239
wanda,black,F,77.553,4.204,16.517,1.126,0.3,0.3,3.183612,3.484036,2.599991,1.993352,0.300423745
warren,white,M,86.031,0.575,7.477,5.341,0.247,0.329,3.620086,2.740373,1.958112,2.183727,0.879712733
wayne,white,M,90.478,0.695,4.718,3.849,0.087,0.174,3.717872,3.014758,2.194879,2.302268,0.703113729
wendell,white,M,67.754,0.725,26.812,4.348,0,0.362,3.067124,2.976471,2.297704,2.087071,0.090653269
wendy,white,F,91.648,2.801,1.615,3.76,0.126,0.05,3.573118,2.337691,2.348957,2.403868,1.169250464
wesley,white,M,91.637,0.44,3.873,3.697,0.264,0.088,3.690461,2.809224,2.166586,2.164768,0.881236597
whitney,white,F,95.388,0.629,2.516,1.258,0.21,0,3.449143,2.969721,2.163636,2.137949,0.479422273
wilbert,white,M,39.423,9.615,45.192,4.808,0.962,0,3.555978,2.688726,2.315645,2.001932,0.86725205
wilfred,white,M,57.534,5.479,21.918,15.068,0,0,3.419206,2.868418,2.366905,2.225649,0.550787798
wilfredo,hispanic,M,8.84,67.956,0,23.204,0,0,2.489925,2.581918,3.028014,2.22564,0.446096472
william,white,M,94.523,1.397,2.558,1.3,0.103,0.119,3.908863,3.002344,2.633654,2.332917,0.90651902
willie,white,M,18.868,2.22,75.916,2.553,0.111,0.333,3.289721,3.234496,2.486855,2.189658,0.055225746
wilson,white,M,41.509,23.27,9.119,25.786,0,0.314,3.195315,3.109042,2.324287,1.986055,0.086273052
winnie,white,F,18.919,2.703,6.306,72.072,0,0,3.574146,2.831229,2.373665,2.430497,0.742917641
winston,white,M,44.928,5.797,32.367,16.908,0,0,3.689057,3.077889,1.939824,2.260136,0.61116804
xavier,hispanic,M,30.435,50.435,16.522,2.609,0,0,2.904294,3.03905,3.069763,2.433116,0.030713241
yadira,hispanic,F,11.765,86.765,1.471,0,0,0,2.066096,3.027813,3.388699,2.585337,0.360886018
yasmin,black,F,30.435,31.884,7.246,28.986,0,1.449,2.501089,3.0834,3.009054,2.93453,0.074345989
yesenia,hispanic,F,7.563,91.597,0.84,0,0,0,2.410585,3.076881,3.474319,2.603772,0.397438126
yolanda,black,F,19.043,56.929,19.342,4.287,0.199,0.199,2.325239,3.482011,3.477376,2.21043,0.004635266
young,asian,F,2.746,0,0.229,96.796,0,0.229,3.093415,2.607358,2.074727,3.240769,0.147353999
yvette,black,F,53.986,22.779,21.412,1.595,0.228,0,2.916753,3.314991,2.932585,2.651673,0.382405741
yvonne,black,F,65.278,10.185,18.364,5.247,0.54,0.386,3.042037,3.169498,2.877304,2.258497,0.127460638
zachary,white,M,95.968,0.806,1.613,0.986,0.269,0.358,3.567882,2.642621,2.239024,2.538109,0.925260621
